title,subtopic,relevant_content
Talk:Food industry,Wiki Education Foundation-supported course assignment,"[[File:Sciences humaines.svg|40px]] This article is or was the subject of a Wiki Education Foundation-supported course assignment. Further details are available [[Wikipedia:Wiki_Ed/New_York_University/Food_Systems_(Spring_2017)|on the course page]]. Student editor(s): [[User:Hashmita7|Hashmita7]].  {{small|Above undated message substituted from [[Template:Dashboard.wikiedu.org assignment]] by [[User:PrimeBOT|PrimeBOT]] ([[User talk:PrimeBOT|talk]]) 21:22, 17 January 2022 (UTC)}}"
Talk:Food industry,Wiki Education Foundation-supported course assignment,"[[File:Sciences humaines.svg|40px]] This article is or was the subject of a Wiki Education Foundation-supported course assignment. Further details are available [[Wikipedia:Wiki_Ed/Linfield_College/Environment,_Society,_and_Culture_(Spring)|on the course page]]. Student editor(s): [[User:Hwakefield|Hwakefield]].  {{small|Above undated message substituted from [[Template:Dashboard.wikiedu.org assignment]] by [[User:PrimeBOT|PrimeBOT]] ([[User talk:PrimeBOT|talk]]) 21:36, 16 January 2022 (UTC)}}"
Talk:Food industry,What about Cargill?,"Revenue in 2010 - 107.9 billion dollars. Isn't then Cargill the biggest food company? Not Nestle.   <span style=""font-size: smaller;"" class=""autosigned"">—Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/93.136.120.42|93.136.120.42]] ([[User talk:93.136.120.42|talk]]) 21:46, 9 November 2010 (UTC)</span><!-- Template:UnsignedIP --> <!--Autosigned by SineBot--> :: I second this. Cargill is one of the world's largest agricultural commodity traders. It should be in the list. [[User:Augusta2|Everybody got to be somewhere!]] ([[User talk:Augusta2|talk]]) 21:49, 8 February 2013 (UTC)"
Talk:Food industry,Launching the article,"This may not be as difficult as it seems! :) I think a concise overview of the modern global food industry is possible, timely and extremely valuable. I've started it with a quick outline. I'm not sure of the exact format and approach, but I think this article could briefly summarize and connect the many parts here, while referring to related specific articles for more detail. [[User:Tsavage|Tsavage]] 15:04, 12 August 2005 (UTC)  The intention right now is to sketch things out bit by bit. The ideas and also the terminology are ""plain English"", not based in a particular academic discipline or perspective, so I realize that quite a bit of rewriting may be necessary for a proper encyclopedic product... Hopefully, people with expertise in specific areas will do this as required...  Also, a fair bit of what I think should be included in this article is in the [[food]] article. However, the two are not the same topic. Here, the focus is more on business, finance, economics... The complementary distinctions should become i was here and you weren't clear as this article develops. [[User:Tsavage|Tsavage]] 16:57, 22 August 2005 (UTC)i is there a reference provided for the statistic about the worldwide consumption of processed foods in the ""industry size"" section?"
Talk:Food industry,Prominent Food Companies,"Hello. I am starting a list of major businesses in the food industry. The title of the section, the descriptions, and the general format are all areas where improvement might be needed. And of course the list should be expanded. Dobtoronto, November 1  Nestle is largest Kraft is the second largest food companies in the world. it has been second largest before the acquisition of Cadbury. Information about PepsiCo and other rankings are wrong.  <span style=""font-size: smaller;"" class=""autosigned"">—Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/206.228.220.39|206.228.220.39]] ([[User talk:206.228.220.39|talk]]) 18:34, 13 January 2011 (UTC)</span><!-- Template:UnsignedIP --> <!--Autosigned by SineBot-->  Lists are bad :( - Signed anonymous, May 22"
Talk:Food industry,General Format & Topics Suggestions,"I came across this page when looking up a discussion on ""food processing.""   It was redirrected to ""Food Industry.""   I see it here as a sub-topic.  As a food industry professional, who has gone on to be a chef, I would suggest that some changes should be made to reflect more how the industry actually operates.   I understand the page was started with a quick outline some time ago, but I think some things should be re-formated.  Here's some examples of the different segments of the industry:   Farms/ Growers  Food Manufacturers (namely smaller independent, regional or national companies)  Food Conglomerates(namely multinational or global enterprises that represent the new economy and control more aspects of the total product, from production, packaging, marketing, distribution, etc.)  Disosable supply manufacturers: they make everything from napkins, food containers, plastic forks and knives, plastic and aluminum wraps, chef hats, etc.  Light equipment manufacturers:  they make everything from ceramic platewares, glassware, cooking utensils, tableware, pots and pans, etc.  Heavy equipment manufacturers: they make everything from stoves, steamers, ventilation hoods, preparation tables, etc.  Industrial equipment and machine manufacturers:  they make the equipments and machines that help produce and process any food items, from agriculture to meat industry and to canning and beyond.  Distributors:  These are made up of smaller local, regional and national companies.  There are also specialized distributors, broadliners, master-distributors and re-distributors.  Not only that, but distribution is often split between retail and wholesale/ foodservice.   Broadliners try to do everything, but many companies are select in things like dry goods, alcohol, cleaning supplies, meats, produce, etc.   Street salesman are less numerous in these companies nowadays, as companies push sales to the internet, telephone and the the like.  Brokers: These people traditionaly represent the manufacturere or conglomerates and have more than one company that they promote.   They act like the liason between the  manufacturers and the distributors, for instance.  Their primary objective is to move major units; i.e., by the pallet or truckloads.   But they often help sales teams target end users in either restaurants or retail.   They often have the advertising materials and promotions, either in material form or even negotiated dollar rebates.  In the past years, brokers have seen an attack against their role in the industry as companies consolidate lines, promote more on the internet and re-organize the distribution of product through laterally, totally integrated companies.  Importers and Exporters:  The United States probably relies on imported goods than many other compmanies.   We have both a national cuisine and a tradition of imported foods.   This segment leads both into retail and wholesale/ foodservice, but is an enormous segment to itself.  Companies are licensed and specialized solely in importing and exporting, although some act like master distributors and importers of various product lines.   Aside, from that, this segment of the industry has its own sets of regulations and also relies on the ocean going shipping industry or cross-border trade routes, either by train or truck, to Mexico and Canada.  Europe and other places are now organized under their European Union, under a common currency and new trade laws.  Transportation, Freight forwarding and logistics:   This segment crosses over into categories, but is really a growing influential enterprise that stands somewhat independent and yet supports the food industry itself.  The trend is to ""trace"" product from its very original source to its movenent into the network and out to the end user.  For example, Niman Ranch meat products is a leader in ""tracing"" every piece of meat that goes out.  But this industry works with everyone, from manufacturers, to distributors, to importers and beyond.   It was traditionally about ""carriers"" and paper bill of ladings and other documents, but nowadays this segment of the industry is forcing technology into the process, eliminating actual ""paper"" to the digital preferance.   It is also increasing the fast pace of the movement of product around the world, the increase of the number of units and creating a new inventory and purchasing approach that is as only ""as needed"" or delivered overnight.   Perishable products that were never available in the United States or other parts of the world can now be sent overnight across the world, thus introducing products to people that have never before been available.  Foodsevice & Hospitality:  This makes up mostly the ""professional"" sector of restaurants and hotels.   People that work on this side of the industry often disdain the ""retail"" sectors.   They work with primarily distributors and brokers and the like that deal with their segment of the foodservice and hospitalit sectors.   Food products that are marketed and packaged to the foodservice and hospitality trade are obviously of a different standard than that of retail, so the decision makers in this facet of the business are often quite discriminating.  Retail:  This is made up of grocery stores, convenience shops, vending machines, and specialty consumer based shops.   Nowadays, the larger grocery chains are controlling more and more of their product from product sourcing to distribution to the sale to the end user.   ""Mom & Pop"" shops in the united states are falling out.  Regulation: This is made up largely by the goverment and its different divisions, from federal to state and local.   It is also very controversial, as regultion changes can force changes throughout the industry and often very disputed by both professionals and the public alike.  Likewise, the industry is often regulated by itself with various member associations and political groups that are controlled by various interest groups that advocate, regulate, certify and even lobby government, etc.   There is even an arm of the goverment and private sector that ""educates"" professionals and the public, sometimes in the interest of advocacy, or for trends and the like.  Finance and credit:  there are indeed companies that specialize in financing the food sector, as well as doing credit analysis and legal matters, etc.   Companies that are traded on the world's stock exchanges are a world to themeselves and are now competing with regional and domestic companies in the fastly ""globalizing"" economy.  Education/ Certification:  The rise of educated and certified chefs in the United States is incredible, as is the growth of schools and institutions.   They certainly vary in size and specialty, just like any secondary learning institution.  Trade shows, publishing and media:   more convergence has occurred in this sector over the last few years.   Trade shows like the Fancy Food Show and the Western Foodservice & Hospitality Show are gaining more criticism it seems, as perhaps less persuasion.  Broadline distributors are creating thier own shows, taking away from cross industry forums.  Manufacturers are also trying to control their marketing representation and get the best bang for the buck, transferring this marketing promotion and cost to others, if need be.  Therefore, deals are made for exclusives in large distribution companies, warehouse stores and the lie, where inventory warehoused and promotions and rebates are received at that level.   Meanwhile television networks, trade associations and publishers are promoting new celebrity chefs, cookbooks, internet sites and so on.  [[Special:Contributions/69.109.208.103|69.109.208.103]] ([[User talk:69.109.208.103|talk]]) 22:53, 26 January 2008 (UTC)DjZ"
Talk:Food industry,Food Industry Technology,"I noticed that ""irrigation"" and ""fertilizer"" don't appear on the page. Wouldn't Food Industry Technology be a useful place to include facts about these everyday technologies? What do they depend on? [[Special:Contributions/69.172.150.113|69.172.150.113]] ([[User talk:69.172.150.113|talk]]) 11:09, 29 November 2014 (UTC)"
Talk:Food industry,Regulation and Resource Use,"This article presently has no section on Regulation. There are also no direct mentions of land or water rights in relation to food industries. What kinds of land use are normal in the current food industry? What are the global implications of food industries' organization and practice? A Marketing section describes competition but does not describe the consequences.  Outside of Wikipedia, I had trouble finding out how much we depend on international waters for food. Even here in this article, there's not much yet either on distribution of food sources in relation to law or on how law, people, and food industries shape each other. Could that kind of information find a home in this article? [[Special:Contributions/69.172.150.113|69.172.150.113]] ([[User talk:69.172.150.113|talk]]) 11:21, 29 November 2014 (UTC)"
Talk:Food industry,History section?,"Any thoughts on creating a history section? I would say that significant aspects are the creation of preserved and packaged food starting with things like [[jerky]], [[canning]], and [[jarring]] followed by commercialization and industrialization of these same items. It would seem that the food industry has grown as packaging has developed and evolved. Also, as controversial as it might be, there is the GMO aspect to consider in agriculture, from the earliest [[grafting]] of trees and combining of wheat strains thousands of years ago.  That said, everything that happened up until the 1700s with the advent of military rations can probably be summed up in a paragraph or so, then move on to a section about the Industrial Revolution and then later the advent of plastics and the affect it had on the food industry. --[[User:Scalhotrod|Scalhotrod]] [[User_talk:Scalhotrod|(Talk)]] ☮ღ☺ 01:31, 11 May 2015 (UTC)"
Talk:Food industry,External links modified,"Hello fellow Wikipedians,  I have just modified one external link on [[Food industry]]. Please take a moment to review [https://en.wikipedia.org/w/index.php?diff=prev&oldid=803567335 my edit]. If you have any questions, or need the bot to ignore the links, or the page altogether, please visit [[User:Cyberpower678/FaQs#InternetArchiveBot|this simple FaQ]] for additional information. I made the following changes: *Added archive https://web.archive.org/web/20120106234915/http://css.snre.umich.edu/css_doc/CSS01-06.pdf to http://css.snre.umich.edu/css_doc/CSS01-06.pdf  When you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the URLs.  {{sourcecheck|checked=false|needhelp=}}  Cheers.—[[User:InternetArchiveBot|'''<span style=""color:darkgrey;font-family:monospace"">InternetArchiveBot</span>''']] <span style=""color:green;font-family:Rockwell"">([[User talk:InternetArchiveBot|Report bug]])</span> 08:22, 3 October 2017 (UTC)"
Talk:Food industry,Food production,"Voice [[Special:Contributions/106.207.140.9|106.207.140.9]] ([[User talk:106.207.140.9|talk]]) 17:29, 3 October 2022 (UTC)"
Talk:Food industry,Wiki Education assignment: Information Literacy and Scholarly Discourse,"{{dashboard.wikiedu.org assignment | course = Wikipedia:Wiki_Ed/University_of_New_Orleans/Information_Literacy_and_Scholarly_Discourse_(Summer_2023) | assignments = [[User:Krouse20|Krouse20]] | start_date = 2023-06-05 | end_date = 2023-07-26 }}  <span class=""wikied-assignment"" style=""font-size:85%;"">— Assignment last updated by [[User:Chorton2233|Chorton2233]] ([[User talk:Chorton2233|talk]]) 13:47, 13 July 2023 (UTC)</span>"
Talk:Horticulture industry,Wiki Education Foundation-supported course assignment,"[[File:Sciences humaines.svg|40px]] This article was the subject of a Wiki Education Foundation-supported course assignment, between <span class=""mw-formatted-date"" title=""2020-01-06"">6 January 2020</span> and <span class=""mw-formatted-date"" title=""2020-04-24"">24 April 2020</span>. Further details are available [[Wikipedia:Wiki_Ed/Ohio_State_University/HCS5200_Horticulture_Capstone_(Spring_2020)|on the course page]]. Student editor(s): [[User:15speelmana|15speelmana]].  {{small|Above undated message substituted from [[Template:Dashboard.wikiedu.org assignment]] by [[User:PrimeBOT|PrimeBOT]] ([[User talk:PrimeBOT|talk]]) 22:36, 17 January 2022 (UTC)}}"
Talk:Horticulture industry,Horticulture,"Hortixulture ke sare information apne tk kaise le jisase ki mujhe dhudhna. Na pde [[Special:Contributions/2409:4063:2193:949E:0:0:348:D8B0|2409:4063:2193:949E:0:0:348:D8B0]] ([[User talk:2409:4063:2193:949E:0:0:348:D8B0|talk]]) 18:30, 29 November 2021 (UTC)"
Talk:Hospitality industry,Notes,"I cleaned this up a bit, got the style cleaned up, and wikified things.  It still needs pretty substantive work though. [[User:Particle man|Particle Man]] 05:32, 8 July 2007 (UTC)"
Talk:Hospitality industry,Hospitality Schools,"There is no possible way a complete list would ever be complied, nor is it really justified. I dont see the significance of this list on this page. [[Special:Contributions/210.49.30.22|210.49.30.22]] ([[User talk:210.49.30.22|talk]]) 23:42, 31 October 2008 (UTC) :Good catch.  Am removing this entire section based on [[WP:NOTDIRECTORY]] – Wikipedia is not a directory or the Yellow Pages.  --[[User:CliffC|CliffC]] ([[User talk:CliffC|talk]]) 01:55, 24 November 2008 (UTC)"
Talk:Hospitality industry,Assessment comment,"{{Substituted comment|length=338|lastedit=20090503073624|comment=I cleaned up and expanded the introduction; I do think this industry, due to its size and critical part of a larger society's culture (both in cause and effect terms) merit a decent rating of importance.  Size wise, I'm not speaking only of income generated or sales, but also of employment numbers.  Beyond question they are significant.}} Substituted at 18:16, 29 April 2016 (UTC)"
Talk:Hospitality industry,Hotel management,"hospitality and tourism [[Special:Contributions/2400:1A00:B1C0:C321:38E3:2819:8266:81E8|2400:1A00:B1C0:C321:38E3:2819:8266:81E8]] ([[User talk:2400:1A00:B1C0:C321:38E3:2819:8266:81E8|talk]]) 08:23, 12 September 2022 (UTC)"
Talk:Hospitality industry,What's economic of Hospitality industry,"What is economic of Hospitality industry [[Special:Contributions/197.186.17.60|197.186.17.60]] ([[User talk:197.186.17.60|talk]]) 21:26, 10 December 2022 (UTC)"
Talk:Hospitality industry,Underrepresentation,"After reviewing this article, I would like to see more information about the history of the hospitality industry. Especially in regards to historically marginalized populations.  [[User:AttackWorm22|AttackWorm22]] ([[User talk:AttackWorm22|talk]]) 00:54, 11 February 2023 (UTC)"
Talk:Language industry,Too much like a sales brochure,"Although I think this article has valuable information, parts of it seem to be a sales brochure for services like Translizer.  <span style=""font-size: smaller;"" class=""autosigned"">— Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/208.90.214.74|208.90.214.74]] ([[User talk:208.90.214.74|talk]]) 00:29, 20 September 2011 (UTC)</span><!-- Template:Unsigned IP --> <!--Autosigned by SineBot-->"
Talk:Language industry,Shout-outs,"""Examples of companies that have specialized in providing language services are Linguistic Systems and TransPerfect."" Is this anything other than an arbitrary, promotional shout-out to somebody's favorite companies? [[User:Cnilep|Cnilep]] ([[User talk:Cnilep|talk]]) 03:16, 22 May 2013 (UTC)"
Talk:Leisure industry,Expansion,"Saunas and crysaunas could count as part of leisure industry too, like here: https://vacuactivus.com/whole-body-cryotherapy-sauna/ [[Special:Contributions/70.53.124.106|70.53.124.106]] ([[User talk:70.53.124.106|talk]]) 19:19, 16 December 2022 (UTC)"
Talk:Meat industry,NPOV dispute,"This article is quite clearly written from a strong anti-meat perspective.  It needs editing to remove this bias.  [[User:Kelly Martin|Kelly Martin]] 03:36, May 22, 2005 (UTC) :I redirected to [[Livestock]]. All of the factual information from this article is already present in the appropriate sections of [[Livestock]], including criticms. The definition of livestock used in that article almost exactly matches the definition of meat industry used here. [[User:Feco|Feco]] 21:44, 25 May 2005 (UTC)   This article is junk. It has two small entries for""meat sources"" and a list for ""global production"" but nothing at all on the process of consumer beef (or pork, or chickenl...) production which is what anyone coming to the article would be looking for info on. Obviously a vegan organized this page, instead of someone wanting to provide actual info. Page needs serious help.  -not an editor  <!-- Template:Unsigned IP --><small class=""autosigned"">—&nbsp;Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/2603:7081:6902:BAFE:61AD:E89:4D0F:58A1|2603:7081:6902:BAFE:61AD:E89:4D0F:58A1]] ([[User talk:2603:7081:6902:BAFE:61AD:E89:4D0F:58A1#top|talk]]) 00:10, 28 December 2022 (UTC)</small> <!--Autosigned by SineBot-->"
Talk:Meat industry,"Scope, content, verification, POV","This article contains some questionable claims apparently based on opinion.  Only two references are cited currently.  The article does not attempt to provide a reliable, informative, balanced encyclopedia entry on the meat industry.  Instead, following a problematic, four-sentence introduction, the article is wholly devoted to Criticism and Alternatives.  Thus the newly resurrected article appears again (as it did until blanked in May 2005) simply as a vehicle for promoting an anti-meat-industry advocacy agenda.  This is not an objection to inclusion of criticism, but the criticism should be in the form of verified claims based on scholarly review, and when such criticism is included, the article as a whole should be recognizable as a genuine encyclopedia entry on the topic, rather than merely a pretext for presenting the criticism.  In the article’s opening sentence, the description of the meat industry is inaccurate in several respects.  It reveals  lack of familiarity with the topic and failure to consult credible sources to learn what is actually encompassed by the term “meat industry”.  Regarding the meat industry, there is an abundance of credible information readily available on the internet from government agencies, the FAO, review papers in the refereed journal literature, industry associations, etc.  These could have been consulted to prepare an informative, balanced article, which could encompass such topics as history of the industry, recent production statistics and economic role of the industry, industry structure, examples of the scope and nature of regulation governing the industry in some countries, major food safety considerations (including inspection and testing practices, adoption of HACCP, development of traceability systems, food recall systems, biosecurity, etc.), some aspects of international trade, industry concentration issues (including some examples of CR4s and/or HHIs), etc.  At present, none of these topics is addressed.  A POV tag is needed.  Because the present article appears to use Wikipedia simply as an advocacy platform and does not provide a genuine encyclopedia entry on the meat industry, it does not serve the best interests of Wkipedia and its readers, Considering the scope of the “meat industry” as that term tends to be used by government agencies, by the industry itself, and by many others, blanking the page (again, as in 2005) and redirecting to “Meat packing industry” could be an acceptable option. If the article does not soon undergo substantial improvement, in terms of characterizing the topic and providing appropriate article scope with verified content, that option should be pursued.  [[User:Schafhirt|Schafhirt]] ([[User talk:Schafhirt|talk]]) 23:03, 1 August 2015 (UTC)"
Talk:Meat industry,Criticism,"As interesting as this entry is, there is not enough information and sources under the ""Criticism"" section. I propose that I would like to add more information about some of these problems that are listed in bullet points. I would also like to add some new information to the section, keeping in mind the Neutrality agreement of Wikipedia. I will remain as unbiased as I can, but will still explain confirmed facts about some of the problems found in the Meat Industry today and will cite the academic sources where the facts are from.  ([[User:Joaoeoso|Joaoeoso]] ([[User talk:Joaoeoso|talk]]) 13:04, 19 April 2016 (UTC))"
Talk:Meat-packing industry,"Move to ""Meatpacking industry""","Opening this up for discussion here. Any thoughts on moving this page to '''Meatpacking industry'''?  ''Meatpacking'' is one word in [[American Heritage Dictionary]] ([https://www.thefreedictionary.com/meatpacking]), [[Collins English Dictionary]] ([https://www.thefreedictionary.com/meatpacking]), and [[Meriam-Webster]] ([https://www.merriam-webster.com/dictionary/meatpacking]).  Given there is no discrepancy among major dictionaries, I propose moving this page accordingly. --[[User:Precision123|Precision123]] ([[User talk:Precision123|talk]]) 16:17, 2 October 2020 (UTC)"
Talk:Music industry,Wiki Education Foundation-supported course assignment,"[[File:Sciences humaines.svg|40px]] This article was the subject of a Wiki Education Foundation-supported course assignment, between <span class=""mw-formatted-date"" title=""2020-08-24"">24 August 2020</span> and <span class=""mw-formatted-date"" title=""2020-12-12"">12 December 2020</span>. Further details are available [[Wikipedia:Wiki_Ed/University_of_Hawaiʻi/ENG_100-007_Composition_I_(Fall_2020)|on the course page]]. Student editor(s): [[User:Kyleetak|Kyleetak]].  {{small|Above undated message substituted from [[Template:Dashboard.wikiedu.org assignment]] by [[User:PrimeBOT|PrimeBOT]] ([[User talk:PrimeBOT|talk]]) 01:18, 18 January 2022 (UTC)}}"
Talk:Music industry,Wiki Education Foundation-supported course assignment,"[[File:Sciences humaines.svg|40px]] This article was the subject of a Wiki Education Foundation-supported course assignment, between <span class=""mw-formatted-date"" title=""2021-09-10"">10 September 2021</span> and <span class=""mw-formatted-date"" title=""2021-12-11"">11 December 2021</span>. Further details are available [[Wikipedia:Wiki_Ed/LaGuardia_Community_College/Art_in_NY-_Friday_-_Fall_2021_(Fall_2021)|on the course page]]. Student editor(s): [[User:Jbreezy237|Jbreezy237]].  {{small|Above undated message substituted from [[Template:Dashboard.wikiedu.org assignment]] by [[User:PrimeBOT|PrimeBOT]] ([[User talk:PrimeBOT|talk]]) 01:18, 18 January 2022 (UTC)}}"
Talk:Music industry,Wiki Education Foundation-supported course assignment,"[[File:Sciences humaines.svg|40px]] This article was the subject of a Wiki Education Foundation-supported course assignment, between <span class=""mw-formatted-date"" title=""2020-01-06"">6 January 2020</span> and <span class=""mw-formatted-date"" title=""2020-04-25"">25 April 2020</span>. Further details are available [[Wikipedia:Wiki_Ed/Florida_International_University/IDH3035_-_Digital_Fairytale_(Spring_2020)|on the course page]]. Student editor(s): [[User:LawrenceH2020|LawrenceH2020]].  {{small|Above undated message substituted from [[Template:Dashboard.wikiedu.org assignment]] by [[User:PrimeBOT|PrimeBOT]] ([[User talk:PrimeBOT|talk]]) 04:40, 17 January 2022 (UTC)}}"
Talk:Music industry,Changes,"If you want a list of people who produce good quality music using their own equipment but will probably never get a ""record deal"", look at [http://myspace.com MySpace].  The only one I can name off the top of my head is Midnight Hour. [[User:Happy01000101|Happy01000101]] ([[User talk:Happy01000101|talk]]) 06:17, 7 February 2010 (UTC)   There most definitely needs to be more information on South Korea's recent dramatic increase in the music industry, the graphs and tables are very out of date.  <span style=""font-size: smaller;"" class=""autosigned"">— Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/193.61.254.67|193.61.254.67]] ([[User talk:193.61.254.67|talk]]) 18:09, 10 March 2013 (UTC)</span><!-- Template:Unsigned IP --> <!--Autosigned by SineBot-->"
Talk:Music industry,Discussion archives,"[[Image:Replacement filing cabinet.svg|right|50px|Archive]] * [[Talk:Music industry/Archive 1|February 2006 – August 2009]] – Topics: ''Imhorst article · Wikipedia is not a crystal ball · The Usage of the word ""controlled"" · Bronfman=Canada, Bronfman=Warner, Warner=Canada · Marked for cleanup · Sources: Erroneous Data / UMG market share · Germany sales figures · Where is Korea for the digital sales? · Market or industry · Requested move · What about the inclusion of Live Music as part of the industry? · Aspiring artist · External links · interesting archived discussion/debate · Other than recorded music · Vs. Recording Industry and What about live music? · Subscription Services · Merge · Does anyone like this''"
Talk:Music industry,Toning down business section bias,"The business structure section contains a paragraph about the sale of sound recordings and how this translates into royalties for artists. Prior to my edits of 10 and 13 Sep 2009, this aspect of the music industry was characterized too simply. By failing to mention that the labels' revenues from sales of sound recordings are not ""royalties"", and that the disbursement of actual royalties from such sales depends on the contracts artists have with labels, the reader is misled into accepting the romantic notion that ''all'' artists receive royalties from ''any'' sales of the sound recordings they participated in, which is untrue — some recordings are ""works for hire"" for which the artist receives no royalties whatsoever, and more commonly, contracts with artists (such as one I have, myself) require a minimum level of sales to recoup the label's investment before the artists are entitled to any royalties. Furthermore, the vast majority of sound recordings generate little or no revenue, as demonstrated by PRS Chief Economist Will Page's recent article refuting the 'Long Tail' theory as it applies to online music sales.[http://entertainment.timesonline.co.uk/tol/arts_and_entertainment/music/article5380304.ece] That is, sales correspond to popularity, and the popular recordings are only a small portion of those available. Thus it's improper to imply that ''all'' recordings generate revenues, let alone royalties. IMHO such oversimplifications indicate bias, perhaps unintentional, in favor of the labels and publishers who stand to gain from it.  That's why I made the following edits, which were soon reverted by [[User:David T Tokyo|""David T Tokyo""]]: * ''When CDs sell…part of the money is returned to the performers in the form of royalties'' is an example I changed, as per the above rationale, so it doesn't cut out the very important middleman, the record label. I changed it to ''When CDs sell…part of the money is returned to the sound recording copyright owners — the record companies — who may, depending on the agreements they have with the performers, share a portion of that money with the performers in the form of royalties.'' * An anonymous visitor changed ''Most recordings ''only earn royalties'' for a short period after they are released.'' to ''Most recordings ''generate substantial revenues'' for a short period after they are released.'' The edit summary said ''Previous version…made it sound like royalties stopped being paid after a short period of time which is not true.'' I see how the change does alleviate the stated concern, but it resulted in the statement ''Most recordings generate substantial revenues'' which is, as I mentioned above, insufficient. I changed it to ''Most recordings, if they generate substantial revenues, generate them only for a short period after they are released.'' * The clause ''after which the song becomes part of the ""back catalogue"" or library'' was grammatically incorrect due to disagreement in number (recordings vs. song), and didn't explain what being in the ""back catalogue"" means, economically. I changed it to a separate sentence: ''Afterward, the songs become part of the ""back catalogue"" or library, where they become candidates for future re-release, such as on compilations or licensed for use in film or television.'' * This pair of sentences was somewhat awkward: ''A much smaller number of recordings have become ""classics"", with longstanding popularity, such as albums by the Beatles or the Rolling Stones. These albums have continued to earn royalties for the surviving band members decades after their original release date.'' The second sentence is really just referring to the Beatles and Rolling Stones albums, but it's too easy to read it as meaning that artists get royalties from ''all'' classic albums. Again this is just an example of painting with too broad a brush, probably not even intentionally, and my attempt to improve it by replacing ''surviving band members'' with ''record companies'' (although I forgot to change ''royalties'' to ''revenues'') shouldn't be regarded as disingenuous. * Lastly, the [[iTunes]] brand & software isn't quite the same thing as the [[iTunes Store]] online music vendor, so I replaced mentions of iTunes with iTunes Store. This shouldn't have been blindly reverted along with my other edits.  I went ahead and re-did my edits, adjusted a bit and incorporating ""David T Tokyo""'s additional fixes, but omitting my back-catalogue clarification, so the paragraph now reads as follows: ''When CDs sell in stores or on websites such as the iTunes Store, part of the money obtained by the record label for the sales may be paid to the performers in the form of royalties. Of the recordings which generate substantial revenues for the labels, most do so only for a short period after they are released, after which the song becomes part of the label's ""back catalogue"" or library. A much smaller number of recordings have become ""classics"", with longstanding popularity, such as CDs by the Beatles or the Rolling Stones. These albums have continued to generate revenue for the labels and often, in turn, royalties for artists, long after their original release.''  Of course the fact remains that this entire section is mostly uncited. That shouldn't be used as an excuse to retain inaccurate and misleading generalizations. The entire article is fair game for continued improvement, and the addition of citations is part of that. I will devote as much time as I can to seeking out references where necessary. If there are specific claims that anyone feels need attributions more than others, please tag them as needing citations so I can give them higher priority. Thanks! —[[User:Mjb|mjb]] ([[User talk:Mjb|talk]]) 07:14, 14 September 2009 (UTC)  :I agree with your edits and I agree very strongly that this section needs to be rewritten both for clarity and comprehensiveness. The section is very poorly organized, in my view. It dwells on some details and ignores others. As a whole, I don't think it really explains how the money flows through the music business from ticket sales and retail into the pockets of musicians, promoters, managers, record companies and everyone else.  :What we need is a paragraph that describes the basic ''idea'' of a recording contract first, and then finds a simple way to list all the caveats. Traditional recording contracts are insanely complicated (think of ""free goods"") and have only become more complicated and varied in the 21st century, as lawyers, managers and record companies attempt to re-invent the business. There is almost nothing you can say about record contracts that applies to all of them, or even the majority of them.  :However, this article needs to get across the basic ideas first. There is a shocking number of people out there who think that recording artists aren't ""really"" paid by iTunes at all.  :Anyway, having said that, I apologize that I don't have the time to write a truly ''elementary'' introduction to the business of music that is well organized, sourced and flows well. If either of you is interested in doing a major overhaul of this section, I would help with what I can. ---- [[User:CharlesGillingham|CharlesGillingham]] ([[User talk:CharlesGillingham|talk]]) 23:10, 7 January 2011 (UTC)  :I have [[WP:BRD|boldly]] rewritten this section. My main goal was to describe the way money '''''typically''''' flows through the music business, without getting caught up in unimportant details. As I said above, the reality is far more complicated than the section could possibly describe. The section is peppered with dozens of ""usually""s and ""typically""s and ""traditionally""s.  :If we want to fix this section more, could we ''please'' use footnotes to describe the exceptions and counter examples? Otherwise the reader will never understand the whole system on a first reading. ---- [[User:CharlesGillingham|CharlesGillingham]] ([[User talk:CharlesGillingham|talk]]) 22:31, 22 February 2011 (UTC)"
Talk:Music industry,'Recorded Music Retail Sales' table,"This table is not very informative. The last column ""change"" - change of what? And compared to what? The sales - in what units are they? It's hard to believe the total sales were just over $12,000. For what period is it? I'm guessing one year. Which one? What's the source of these data?  [[User:Independovirus|Independovirus]] ([[User talk:Independovirus|talk]]) 22:24, 9 January 2010 (UTC) :There seems really something to be wrong witrh the numbers: http://www.riaj.or.jp/e/issue/pdf/RIAJ2012E.pdf --[[User:Christian140|Christian140]] ([[User talk:Christian140|talk]]) 20:50, 18 May 2012 (UTC)"
