title,subtopic,relevant_content,discussion_date
Talk:Film industry,Ranked lists based on incomplete statistics,"::i looked at the unesco source data and yeah, there are way too many random gaps (i.e. major countries missing) to use it as a basis for a ranked ""top 10"" / ""top 15"" list. putting any data in a ranked order implies completeness of the data, i.e. that none of the candidates that might have shown up on the list are missing from your source data. i'm sure unesco's data is reliable for the countries they did survey in each category, it's just missing way too many countries to be considered a truly worldwide survey. so it was incorrectly extrapolated into ranked order in the above presentation. [[user:scarlettwesterly|scarlettwesterly]] ([[user talk:scarlettwesterly|talk]])","01:04, 4 december 2015"
Talk:Film industry,Ranked lists based on incomplete statistics,"::btw, [[user:pedia master mind]] has just gone and re-inserted the problematic tables into the article. perhaps he/she was unaware that there was a talk page consensus. [[user:scarlettwesterly|scarlettwesterly]] ([[user talk:scarlettwesterly|talk]])","01:14, 4 december 2015"
Talk:Film industry,Ranked lists based on incomplete statistics,":::well, if {{u|pedia master mind}} wishes to discuss content issues, this is the correct venue for [[wp:civil]] discussions. as they are a relatively new user, could i suggest that he/she familiarise themselves with [[wp:shout]] as being unacceptable either on talk pages or in [[wp:es|edit summaries]] (as exemplified [https://en.wikipedia.org/w/index.php?title=film_industry&diff=693553530&oldid=693522642 here]). --[[user:iryna harpy|iryna harpy]] ([[user talk:iryna harpy|talk]])","03:11, 4 december 2015"
Talk:Film industry,=== Re-insertion of tables ===,"i know that they lack some of countries but it's better than nothing and the major countries are not missing, they are counted in the statistics. unesco and mpaa has collected accurate and the farthest source they could collect for countries. no other institutions or sites have done ranking of no. of screens and no of indoor cinemas, so it's better than nothing and it would be good for the page of film industry to show rankings like that. if their will be other statistics done in the future then we will replace with it. but for now, it's good to show ranking of no. of screens and national film production as well as no. of indoor cinemas.  — preceding [[wikipedia:signatures|unsigned]] comment added by [[user:pedia master mind|pedia master mind]] ([[user talk:pedia master mind|talk]] • [[special:contributions/pedia master mind|contribs]])","07:55, 4 december 2015"
Talk:Film industry,=== Re-insertion of tables ===,"/span>  :{{re|pedia master mind}} no, ""better than nothing"" {{sic}} does not apply to article content for an encyclopaedic resource. note, also, that you have made [[wp:bold]] changes which have been challenged, therefore [[wp:brd]] must be followed... and the 'discuss' component is still very much underway. content decisions are made per [[wp:con|consensus]] in light of [[wp:nor]] and [[wp:npov]]. ""nothing"" is the preferable option at this point. please read [[wp:wikivoice]]. --[[user:iryna harpy|iryna harpy]] ([[user talk:iryna harpy|talk]])","21:40, 4 december 2015"
Talk:Film industry,=== Re-insertion of tables ===,"::quite a few major countries ''are'' indeed missing from unesco's data. india (a country ranking at or near the top of all the other charts) is one of many countries missing from the ""number of indoor cinemas"" data set for 2013, as are china, russia, nigeria, and other countries with significant film industries. we can't guess how the missing data would change the presumed country rankings. the point is that the rankings and ""top countries"" presentation of the data are not part of the original data set, and basing a ranked list on a data set with half the candidates missing is a mistaken interpretation of that data. [[wp:synthesis]] states: ""do not combine different parts of one source to reach or imply a conclusion not explicitly stated by the source."" the guideline exists to guard against mistakes like this. this is not a critique of the source itself or its reliability. the unesco data could be legitimately used to support statements like ""as of 2013, there were approximately 2,025 indoor cinemas in france."" but it could not be used to claim, for instance, that ""france has the second greatest number of indoor cinemas of all countries in the world."" like the charts above, that would imply information not explicitly contained in the source, and would likely be wrong. [[user:atticusx|atticusx]] ([[user talk:atticusx|talk]])","16:41, 5 december 2015"
Talk:Film industry,"""Cinema""","the usage of ""[[cinema]]"" is under discussion, see [[talk:movie theater]] -- [[special:contributions/70.51.44.60|70.51.44.60]] ([[user talk:70.51.44.60|talk]])","05:50, 20 january 2016"
Talk:Film industry,External links modified,"hello fellow wikipedians,  i have just modified 5 external links on [[film industry]]. please take a moment to review [https://en.wikipedia.org/w/index.php?diff=prev&oldid=757592445 my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit [[user:cyberpower678/faqs#internetarchivebot|this simple faq]] for additional information. i made the following changes: *added archive https://web.archive.org/web/20110301022622/http://cbfcindia.gov.in:80/html/uniquepage.aspx?unique_page_id=30 to http://cbfcindia.gov.in/html/uniquepage.aspx?unique_page_id=30 *added archive https://web.archive.org/web/20141129021323/http://www.bfa.gov.bd/movie/details.html?id=100 to http://www.bfa.gov.bd/movie/details.html?id=100 *added archive https://web.archive.org/web/20120923200931/http://www.thejakartaglobe.com/indonesia/new-import-policy-will-kill-indonesian-film-industry-noorca/423632 to http://www.thejakartaglobe.com/indonesia/new-import-policy-will-kill-indonesian-film-industry-noorca/423632 *added archive https://web.archive.org/web/20130511112523/http://weekly.ahram.org.eg/1999/462/cinema.htm to http://weekly.ahram.org.eg/1999/462/cinema.htm *added archive https://web.archive.org/web/20130514210715/http://weekly.ahram.org.eg/2006/821/cu4.htm to http://weekly.ahram.org.eg/2006/821/cu4.htm  when you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the urls.  {{sourcecheck|checked=false|needhelp=}}  cheers.—[[user:internetarchivebot|'''internetarchivebot''']] ([[user talk:internetarchivebot|report bug]])","15:36, 31 december 2016"
Talk:Film industry,Market Fix,pls fix market uk not 6.5 b dolars market its has 2.2 market. 6.5 is all money earning gb work om its. and sourse of this its on the page looks them and fix pls tnx  — preceding [[wikipedia:signatures|unsigned]] comment added by [[user:ms2054|ms2054]] ([[user talk:ms2054#top|talk]] • [[special:contributions/ms2054|contribs]]),"01:04, 23 june 2017"
Talk:Film industry,Countries by the number of films produced in 2015.jpg,"the countries by the number of films produced in 2015.jpg is wrong should be fixed or removed. e.g. it has marked countries like russia and uk as ""no film production,"" which is ostensibly wrong. [[user:nightdevil|nightd]]","10:06, 9 august 2017"
Talk:Film industry,External links modified,"hello fellow wikipedians,  i have just modified 5 external links on [[film industry]]. please take a moment to review [https://en.wikipedia.org/w/index.php?diff=prev&oldid=803151228 my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit [[user:cyberpower678/faqs#internetarchivebot|this simple faq]] for additional information. i made the following changes: *corrected formatting/usage for http://cbfcindia.gov.in/html/uniquepage.aspx?unique_page_id=30 *added {{tlx|dead link}} tag to http://www.nigeriavillagesquare.com/arts-music-a-movies/qnollywoodq-whats-in-a-name.html *added archive https://archive.is/20120802041712/http://www.internews.org/visavis/btvpagesinews/iranian_cinema.html to http://www.internews.org/visavis/btvpagesinews/iranian_cinema.html *added archive https://web.archive.org/web/20061021003434/http://incolor.inebraska.com/theater/spring2000/the_iranian_cinema.html to http://incolor.inebraska.com/theater/spring2000/the_iranian_cinema.html *added archive https://web.archive.org/web/20071224021642/http://www.asiaarts.ucla.edu/article.asp?parentid=7747 to http://www.asiaarts.ucla.edu/article.asp?parentid=7747 *added archive https://web.archive.org/web/20130923214944/http://imnews.imbc.com/replay/nwdesk/article/2973213_5780.html to http://imnews.imbc.com/replay/nwdesk/article/2973213_5780.html  when you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the urls.  {{sourcecheck|checked=false|needhelp=}}  cheers.—[[user:internetarchivebot|'''internetarchivebot''']] ([[user talk:internetarchivebot|report bug]])","19:42, 30 september 2017"
Talk:Film industry,External links modified,"hello fellow wikipedians,  i have just modified 2 external links on [[film industry]]. please take a moment to review [[special:diff/815405875|my edit]]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit [[user:cyberpower678/faqs#internetarchivebot|this simple faq]] for additional information. i made the following changes: *added archive https://web.archive.org/web/20160101005554/http://www.filmbiz.asia/news/china-bo-up-27-in-2013 to http://www.filmbiz.asia/news/china-bo-up-27-in-2013 *added archive https://web.archive.org/web/20141110143354/http://businessdayonline.com/2013/12/nollywood-improves-quality-leaps-to-n1-72trn-revenue-in-2013/ to http://businessdayonline.com/2013/12/nollywood-improves-quality-leaps-to-n1-72trn-revenue-in-2013/  when you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the urls.  {{sourcecheck|checked=false|needhelp=}}  cheers.—[[user:internetarchivebot|'''internetarchivebot''']] ([[user talk:internetarchivebot|report bug]])","17:09, 14 december 2017"
Talk:Film industry,"In the ""Statistics"" section","we state, ""the following is a list of the top 15 countries by the number of feature films (fiction, animation and documentary) produced,"" is that for one year?  there is a year given but i think that needs to be clairified. [[user:carptrash|carptrash]] ([[user talk:carptrash|talk]])","01:56, 16 january 2019"
Talk:Film industry,"In the ""Statistics"" section","--new question: where is the source for nigeria's 2019 numbers? for one thing, the uis stats only go up to 2017 numbers, but nigeria isn't even included. can someone link an additional source for this info?  — preceding [[wikipedia:signatures|unsigned]] comment added by [[user:brsolo21|brsolo21]] ([[user talk:brsolo21#top|talk]] • [[special:contributions/brsolo21|contribs]])","21:36, 29 november 2021"
Talk:Film industry,"In the ""Statistics"" section","/span>  :i doubt that the figure is correct. i have added a ""citation needed"" tag for it. [[user:alexcalamaro|alexcalamaro]] ([[user talk:alexcalamaro|talk]])","14:37, 22 december 2021"
Talk:Film industry,"In the ""Statistics"" section",:it seems the number comes from this [https://www.statista.com/statistics/1237190/films-produced-by-the-nigerian-film-industry/ website]. i don't know if it is a proper [[wp:rs]]. [[user:alexcalamaro|alexcalamaro]] ([[user talk:alexcalamaro|talk]]),"17:43, 22 december 2021"
Talk:Film industry,You Need a new movie called Mr football . The story of Joe Burrows.,"when he got knocked down he kept getting up. growing up in a small ohio town to becoming mr ohio football going to his dream school ohio state and  getting hurt in the spring game and then setting the bench and never starting. wanting to transfer to somewhere he could play his dad sent nebraska where his brother went films they said no. then transferring to lsu and not starting but working his way up his 2 nd year he got the quarterback job, set all the sec passing records beat alabama won the nat`l championship and the heisman trophy . got drafted by his home state team cincinnati bengal 1st over all draft choose . his dreams came true  .got a very bad knee injury his first few games some say it could have ended his career but he worked hard and came back. his bengal team was 125 to 1 odds of getting to the super bowl and was a under dog in every play off game but is now in super lvx 56.   what a life story.  — preceding [[wikipedia:signatures|unsigned]] comment added by [[special:contributions/216.225.72.173|216.225.72.173]] ([[user talk:216.225.72.173#top|talk]])","23:16, 31 january 2022"
Talk:Film industry,lejon kungen,ja 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍⁉  — preceding [[wikipedia:signatures|unsigned]] comment added by [[special:contributions/90.227.152.165|90.227.152.165]] ([[user talk:90.227.152.165#top|talk]]),"06:17, 26 july 2022"
Talk:Film industry,Hello,i want to become an actor [[special:contributions/103.190.52.188|103.190.52.188]] ([[user talk:103.190.52.188|talk]]),"19:23, 29 may 2023"
Talk:Film industry,Wiki Education assignment: First Year English Composition 1001,{{dashboard.wikiedu.org assignment | course = wikipedia:wiki_ed/university_of_cincinnati_blue_ash_college/first_year_english_composition_1001_(fall_semester_2023) | assignments = [[user:lillarih|lillarih]] | start_date = 2023-08-23 | end_date = 2023-11-30 }}  — assignment last updated by [[user:lillarih|lillarih]] ([[user talk:lillarih|talk]]),"14:08, 24 august 2023"
Talk:Fishing industry,notes,"removed cfdnotice, cfd has completed. --[[user:kbdank71|kbdank71]]","17:28, 9 may 2008"
Talk:Fishing industry,notes,":overridden. deletion was handled by underqualified wikipedians. no big deal, fortunately; this is the power of wikipedia: errors will eventually be fixed. `'[[user:mikkalai|miikka]]","00:20, 27 june 2007"
Talk:Fishing industry,External links,"the external links section is getting abused. before its too late, i would like to propose on checking these section. or most probably, i'll put it on my [[proposals#other_suggestions_.28wikiproject.29|to do list]]. [[user:bu b0y2007|bu b0y2007]]","06:16, 1 june 2007"
Talk:Fishing industry,Fish factory,"[[fish factory]] redirect needed. i failed to quickly find any [[fish processing]] wikipedia articles. please do something. please  '''do not''' redirect to [[fish industry]] without expanding the latter, because such redirect will be more harmful than useful by hiding the missing topic. `'[[user:mikkalai|miikka]]","23:18, 26 june 2007"
Talk:Fishing industry,Fish factory,":ok. i decided to handle it myself, since it seems like there is a mess now. true fishermen catch fish. those who cannot catch fish, teach others how to catch fish. those who cannot teach how to catch, write wikipedia article. `'[[user:mikkalai|miikka]]","00:22, 27 june 2007"
Talk:Fishing industry,Fair use rationale for Image:Pyat rublei 1997.jpg,"[[image:nuvola apps important.svg|70px|left]] '''[[:image:pyat rublei 1997.jpg]]''' is being used on this article. i notice the image page specifies that the image is being used under [[wikipedia:fair use|fair use]] but there is no [[wikipedia:fair use rationale guideline|explanation or rationale]] as to why its use in '''this''' wikipedia article constitutes fair use. in addition to the [[wikipedia:image copyright tags/fair use|boilerplate fair use template]], you must also write out on the image description page a specific explanation or rationale for why using this image in each article is consistent with [[wp:fu|fair use]].  please go to [[:image:pyat rublei 1997.jpg|the image description page]] and edit it to include a [[wikipedia:fair use rationale guideline |fair use rationale]]. using one of the templates at [[wikipedia:fair use rationale guideline]] is an easy way to insure that your image is in compliance with wikipedia policy, but remember that you must complete the template. do not simply insert a blank template on an image page.  if there is  other fair use media, consider checking that you have specified the fair use rationale on the other images used on this page.  note that any fair use images uploaded after 4 may, 2006, and lacking such an explanation will be deleted one week after they have been uploaded, as described on [[wikipedia:criteria for speedy deletion#images.2fmedia|criteria for speedy deletion]]. if you have any questions please ask them at the [[wikipedia:media copyright questions|media copyright questions page]]. thank you.  [[user:betacommandbot|betacommandbot]]","11:27, 6 july 2007"
Talk:Fishing industry,Image,"there is an editing conflict going on with [[user:geronimo20|geronimo20]] regarding the use of the same image twice in this article (see [[user_talk:geronimo20#images|discussion here]], [[talk:fish_farming#wp:own|also here]] and on [[user_talk:wikigi#fishing_templates|my talk page]]). - [[user:wikigi|wikigi]] | [[user talk:wikigi|talk to me]] |","14:06, 9 december 2008"
Talk:Fishing industry,Image,:dispute resolved - [[user:wikigi|wikigi]] | [[user talk:wikigi|talk to me]] |,"12:37, 12 december 2008"
Talk:Fishing industry,External links modified,"hello fellow wikipedians,  i have just modified {{plural:1|one external link|1 external links}} on [[fishing industry]]. please take a moment to review [https://en.wikipedia.org/w/index.php?diff=prev&oldid=730844502 my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit [[user:cyberpower678/faqs#internetarchivebot|this simple faq]] for additional information. i made the following changes: *added archive http://web.archive.org/web/20121107001620/http://faostat.fao.org/site/629/default.aspx to http://faostat.fao.org/site/629/default.aspx  when you have finished reviewing my changes, please set the ''checked'' parameter below to '''true''' or '''failed''' to let others know (documentation at {{tlx|sourcecheck}}).  {{sourcecheck|checked=false}}  cheers.—[[user:internetarchivebot|'''internetarchivebot''']] ([[user talk:internetarchivebot|report bug]])","12:04, 21 july 2016"
Talk:Fishing industry,External links modified,"hello fellow wikipedians,  i have just modified one external link on [[fishing industry]]. please take a moment to review [https://en.wikipedia.org/w/index.php?diff=prev&oldid=781575720 my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit [[user:cyberpower678/faqs#internetarchivebot|this simple faq]] for additional information. i made the following changes: *added archive https://web.archive.org/web/20090614105342/http://frdc.com.au/industry/ to http://www.frdc.com.au/industry/  when you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the urls.  {{sourcecheck|checked=false|needhelp=}}  cheers.—[[user:internetarchivebot|'''internetarchivebot''']] ([[user talk:internetarchivebot|report bug]])","01:40, 22 may 2017"
Talk:Fishing industry,External links modified,"hello fellow wikipedians,  i have just modified one external link on [[fishing industry]]. please take a moment to review [https://en.wikipedia.org/w/index.php?diff=prev&oldid=785312314 my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit [[user:cyberpower678/faqs#internetarchivebot|this simple faq]] for additional information. i made the following changes: *added archive https://web.archive.org/web/20060813121524/http://www.onefish.org/global/index.jsp to http://www.onefish.org/global/index.jsp  when you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the urls.  {{sourcecheck|checked=false|needhelp=}}  cheers.—[[user:internetarchivebot|'''internetarchivebot''']] ([[user talk:internetarchivebot|report bug]])","20:38, 12 june 2017"
Talk:Fishing industry,"""traditional sector""","is it just me, or doesn't the inclusion of ""traditional fishing"" in an article that is supposed to deal with a global industry appear slightly misplaced here? one could even speculate that we are dealing with a particularly silly case of romanticization in order to play down the scope of what we are really talking about. for me, at any rate, this is highly irritating. -- [[user:kku|kku]] ([[user talk:kku|talk]])","10:43, 17 february 2020"
Talk:Fishing industry,Relationship with [[fishery]],could we make it clearer already in the lead of this article how it is related to the [[fishery]] article? i see a bit of overlap between the two articles. it would be good to make them match together like a puzzle piece. is the [[fishing industry]] article regarded as a sub-article to [[fishery]]? [[user:emsmile|emsmile]] ([[user talk:emsmile|talk]]),"14:31, 18 august 2021"
Talk:Floral industry,Asian connection,"from the article, paragraph 1: ''floriculture as an industry began in the late 1800s in england, where flowers were grown on a large scale on the vast estates.'' this is hardly likely, i think someone who knew about floriculture in china, japan or thailand might be able to predate the 1800s.  --[[user:mr accountable|mr accountable]] ([[user talk:mr accountable|talk]])","06:54, 3 april 2008"
Talk:Food industry,Wiki Education Foundation-supported course assignment,[[file:sciences humaines.svg|40px]] this article is or was the subject of a wiki education foundation-supported course assignment. further details are available [[wikipedia:wiki_ed/new_york_university/food_systems_(spring_2017)|on the course page]]. student editor(s): [[user:hashmita7|hashmita7]].  {{small|above undated message substituted from [[template:dashboard.wikiedu.org assignment]] by [[user:primebot|primebot]] ([[user talk:primebot|talk]]),"21:22, 17 january 2022"
Talk:Food industry,Wiki Education Foundation-supported course assignment,"[[file:sciences humaines.svg|40px]] this article is or was the subject of a wiki education foundation-supported course assignment. further details are available [[wikipedia:wiki_ed/linfield_college/environment,_society,_and_culture_(spring)|on the course page]]. student editor(s): [[user:hwakefield|hwakefield]].  {{small|above undated message substituted from [[template:dashboard.wikiedu.org assignment]] by [[user:primebot|primebot]] ([[user talk:primebot|talk]])","21:36, 16 january 2022"
Talk:Food industry,What about Cargill?,revenue in 2010 - 107.9 billion dollars. isn't then cargill the biggest food company? not nestle.   —preceding [[wikipedia:signatures|unsigned]] comment added by [[special:contributions/93.136.120.42|93.136.120.42]] ([[user talk:93.136.120.42|talk]]),"21:46, 9 november 2010"
Talk:Food industry,What about Cargill?,/span>  :: i second this. cargill is one of the world's largest agricultural commodity traders. it should be in the list. [[user:augusta2|everybody got to be somewhere!]] ([[user talk:augusta2|talk]]),"21:49, 8 february 2013"
Talk:Food industry,Launching the article,"this may not be as difficult as it seems! :) i think a concise overview of the modern global food industry is possible, timely and extremely valuable. i've started it with a quick outline. i'm not sure of the exact format and approach, but i think this article could briefly summarize and connect the many parts here, while referring to related specific articles for more detail. [[user:tsavage|tsavage]]","15:04, 12 august 2005"
Talk:Food industry,Launching the article,"the intention right now is to sketch things out bit by bit. the ideas and also the terminology are ""plain english"", not based in a particular academic discipline or perspective, so i realize that quite a bit of rewriting may be necessary for a proper encyclopedic product... hopefully, people with expertise in specific areas will do this as required...  also, a fair bit of what i think should be included in this article is in the [[food]] article. however, the two are not the same topic. here, the focus is more on business, finance, economics... the complementary distinctions should become i was here and you weren't clear as this article develops. [[user:tsavage|tsavage]]","16:57, 22 august 2005"
Talk:Food industry,Prominent Food Companies,"hello. i am starting a list of major businesses in the food industry. the title of the section, the descriptions, and the general format are all areas where improvement might be needed. and of course the list should be expanded. dobtoronto, november 1  nestle is largest kraft is the second largest food companies in the world. it has been second largest before the acquisition of cadbury. information about pepsico and other rankings are wrong.  —preceding [[wikipedia:signatures|unsigned]] comment added by [[special:contributions/206.228.220.39|206.228.220.39]] ([[user talk:206.228.220.39|talk]])","18:34, 13 january 2011"
Talk:Food industry,General Format & Topics Suggestions,"i came across this page when looking up a discussion on ""food processing.""   it was redirrected to ""food industry.""   i see it here as a sub-topic.  as a food industry professional, who has gone on to be a chef, i would suggest that some changes should be made to reflect more how the industry actually operates.   i understand the page was started with a quick outline some time ago, but i think some things should be re-formated.  here's some examples of the different segments of the industry:   farms/ growers  food manufacturers (namely smaller independent, regional or national companies)  food conglomerates(namely multinational or global enterprises that represent the new economy and control more aspects of the total product, from production, packaging, marketing, distribution, etc.)  disosable supply manufacturers: they make everything from napkins, food containers, plastic forks and knives, plastic and aluminum wraps, chef hats, etc.  light equipment manufacturers:  they make everything from ceramic platewares, glassware, cooking utensils, tableware, pots and pans, etc.  heavy equipment manufacturers: they make everything from stoves, steamers, ventilation hoods, preparation tables, etc.  industrial equipment and machine manufacturers:  they make the equipments and machines that help produce and process any food items, from agriculture to meat industry and to canning and beyond.  distributors:  these are made up of smaller local, regional and national companies.  there are also specialized distributors, broadliners, master-distributors and re-distributors.  not only that, but distribution is often split between retail and wholesale/ foodservice.   broadliners try to do everything, but many companies are select in things like dry goods, alcohol, cleaning supplies, meats, produce, etc.   street salesman are less numerous in these companies nowadays, as companies push sales to the internet, telephone and the the like.  brokers: these people traditionaly represent the manufacturere or conglomerates and have more than one company that they promote.   they act like the liason between the  manufacturers and the distributors, for instance.  their primary objective is to move major units; i.e., by the pallet or truckloads.   but they often help sales teams target end users in either restaurants or retail.   they often have the advertising materials and promotions, either in material form or even negotiated dollar rebates.  in the past years, brokers have seen an attack against their role in the industry as companies consolidate lines, promote more on the internet and re-organize the distribution of product through laterally, totally integrated companies.  importers and exporters:  the united states probably relies on imported goods than many other compmanies.   we have both a national cuisine and a tradition of imported foods.   this segment leads both into retail and wholesale/ foodservice, but is an enormous segment to itself.  companies are licensed and specialized solely in importing and exporting, although some act like master distributors and importers of various product lines.   aside, from that, this segment of the industry has its own sets of regulations and also relies on the ocean going shipping industry or cross-border trade routes, either by train or truck, to mexico and canada.  europe and other places are now organized under their european union, under a common currency and new trade laws.  transportation, freight forwarding and logistics:   this segment crosses over into categories, but is really a growing influential enterprise that stands somewhat independent and yet supports the food industry itself.  the trend is to ""trace"" product from its very original source to its movenent into the network and out to the end user.  for example, niman ranch meat products is a leader in ""tracing"" every piece of meat that goes out.  but this industry works with everyone, from manufacturers, to distributors, to importers and beyond.   it was traditionally about ""carriers"" and paper bill of ladings and other documents, but nowadays this segment of the industry is forcing technology into the process, eliminating actual ""paper"" to the digital preferance.   it is also increasing the fast pace of the movement of product around the world, the increase of the number of units and creating a new inventory and purchasing approach that is as only ""as needed"" or delivered overnight.   perishable products that were never available in the united states or other parts of the world can now be sent overnight across the world, thus introducing products to people that have never before been available.  foodsevice & hospitality:  this makes up mostly the ""professional"" sector of restaurants and hotels.   people that work on this side of the industry often disdain the ""retail"" sectors.   they work with primarily distributors and brokers and the like that deal with their segment of the foodservice and hospitalit sectors.   food products that are marketed and packaged to the foodservice and hospitality trade are obviously of a different standard than that of retail, so the decision makers in this facet of the business are often quite discriminating.  retail:  this is made up of grocery stores, convenience shops, vending machines, and specialty consumer based shops.   nowadays, the larger grocery chains are controlling more and more of their product from product sourcing to distribution to the sale to the end user.   ""mom & pop"" shops in the united states are falling out.  regulation: this is made up largely by the goverment and its different divisions, from federal to state and local.   it is also very controversial, as regultion changes can force changes throughout the industry and often very disputed by both professionals and the public alike.  likewise, the industry is often regulated by itself with various member associations and political groups that are controlled by various interest groups that advocate, regulate, certify and even lobby government, etc.   there is even an arm of the goverment and private sector that ""educates"" professionals and the public, sometimes in the interest of advocacy, or for trends and the like.  finance and credit:  there are indeed companies that specialize in financing the food sector, as well as doing credit analysis and legal matters, etc.   companies that are traded on the world's stock exchanges are a world to themeselves and are now competing with regional and domestic companies in the fastly ""globalizing"" economy.  education/ certification:  the rise of educated and certified chefs in the united states is incredible, as is the growth of schools and institutions.   they certainly vary in size and specialty, just like any secondary learning institution.  trade shows, publishing and media:   more convergence has occurred in this sector over the last few years.   trade shows like the fancy food show and the western foodservice & hospitality show are gaining more criticism it seems, as perhaps less persuasion.  broadline distributors are creating thier own shows, taking away from cross industry forums.  manufacturers are also trying to control their marketing representation and get the best bang for the buck, transferring this marketing promotion and cost to others, if need be.  therefore, deals are made for exclusives in large distribution companies, warehouse stores and the lie, where inventory warehoused and promotions and rebates are received at that level.   meanwhile television networks, trade associations and publishers are promoting new celebrity chefs, cookbooks, internet sites and so on.  [[special:contributions/69.109.208.103|69.109.208.103]] ([[user talk:69.109.208.103|talk]])","22:53, 26 january 2008"
Talk:Food industry,Food Industry Technology,"i noticed that ""irrigation"" and ""fertilizer"" don't appear on the page. wouldn't food industry technology be a useful place to include facts about these everyday technologies? what do they depend on? [[special:contributions/69.172.150.113|69.172.150.113]] ([[user talk:69.172.150.113|talk]])","11:09, 29 november 2014"
Talk:Food industry,Regulation and Resource Use,"this article presently has no section on regulation. there are also no direct mentions of land or water rights in relation to food industries. what kinds of land use are normal in the current food industry? what are the global implications of food industries' organization and practice? a marketing section describes competition but does not describe the consequences.  outside of wikipedia, i had trouble finding out how much we depend on international waters for food. even here in this article, there's not much yet either on distribution of food sources in relation to law or on how law, people, and food industries shape each other. could that kind of information find a home in this article? [[special:contributions/69.172.150.113|69.172.150.113]] ([[user talk:69.172.150.113|talk]])","11:21, 29 november 2014"
Talk:Food industry,History section?,"any thoughts on creating a history section? i would say that significant aspects are the creation of preserved and packaged food starting with things like [[jerky]], [[canning]], and [[jarring]] followed by commercialization and industrialization of these same items. it would seem that the food industry has grown as packaging has developed and evolved. also, as controversial as it might be, there is the gmo aspect to consider in agriculture, from the earliest [[grafting]] of trees and combining of wheat strains thousands of years ago.  that said, everything that happened up until the 1700s with the advent of military rations can probably be summed up in a paragraph or so, then move on to a section about the industrial revolution and then later the advent of plastics and the affect it had on the food industry. --[[user:scalhotrod|scalhotrod]] [[user_talk:scalhotrod|(talk)]] ☮ღ☺","01:31, 11 may 2015"
Talk:Food industry,External links modified,"hello fellow wikipedians,  i have just modified one external link on [[food industry]]. please take a moment to review [https://en.wikipedia.org/w/index.php?diff=prev&oldid=803567335 my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit [[user:cyberpower678/faqs#internetarchivebot|this simple faq]] for additional information. i made the following changes: *added archive https://web.archive.org/web/20120106234915/http://css.snre.umich.edu/css_doc/css01-06.pdf to http://css.snre.umich.edu/css_doc/css01-06.pdf  when you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the urls.  {{sourcecheck|checked=false|needhelp=}}  cheers.—[[user:internetarchivebot|'''internetarchivebot''']] ([[user talk:internetarchivebot|report bug]])","08:22, 3 october 2017"
Talk:Food industry,Food production,voice [[special:contributions/106.207.140.9|106.207.140.9]] ([[user talk:106.207.140.9|talk]]),"17:29, 3 october 2022"
Talk:Food industry,Wiki Education assignment: Information Literacy and Scholarly Discourse,{{dashboard.wikiedu.org assignment | course = wikipedia:wiki_ed/university_of_new_orleans/information_literacy_and_scholarly_discourse_(summer_2023) | assignments = [[user:krouse20|krouse20]] | start_date = 2023-06-05 | end_date = 2023-07-26 }}  — assignment last updated by [[user:chorton2233|chorton2233]] ([[user talk:chorton2233|talk]]),"13:47, 13 july 2023"
