title,subtopic,relevant_content
Talk:Hospitality industry,Assessment comment,"{{Substituted comment|length=338|lastedit=20090503073624|comment=I cleaned up and expanded the introduction; I do think this industry, due to its size and critical part of a larger society's culture (both in cause and effect terms) merit a decent rating of importance.  Size wise, I'm not speaking only of income generated or sales, but also of employment numbers.  Beyond question they are significant.}}
Substituted at 18:16, 29 April 2016 (UTC)
"
Talk:Hospitality industry,Hotel management,"
hospitality and tourism [[Special:Contributions/2400:1A00:B1C0:C321:38E3:2819:8266:81E8|2400:1A00:B1C0:C321:38E3:2819:8266:81E8]] ([[User talk:2400:1A00:B1C0:C321:38E3:2819:8266:81E8|talk]]) 08:23, 12 September 2022 (UTC)
"
Talk:Hospitality industry,What's economic of Hospitality industry,"
What is economic of Hospitality industry [[Special:Contributions/197.186.17.60|197.186.17.60]] ([[User talk:197.186.17.60|talk]]) 21:26, 10 December 2022 (UTC)
"
Talk:Hospitality industry,Underrepresentation,"
After reviewing this article, I would like to see more information about the history of the hospitality industry. Especially in regards to historically marginalized populations. 

[[User:AttackWorm22|AttackWorm22]] ([[User talk:AttackWorm22|talk]]) 00:54, 11 February 2023 (UTC)"
Talk:Meat-packing industry,"Move to ""Meatpacking industry""","
Opening this up for discussion here. Any thoughts on moving this page to '''Meatpacking industry'''?

''Meatpacking'' is one word in [[American Heritage Dictionary]] ([https://www.thefreedictionary.com/meatpacking]), [[Collins English Dictionary]] ([https://www.thefreedictionary.com/meatpacking]), and [[Meriam-Webster]] ([https://www.merriam-webster.com/dictionary/meatpacking]).

Given there is no discrepancy among major dictionaries, I propose moving this page accordingly. --[[User:Precision123|Precision123]] ([[User talk:Precision123|talk]]) 16:17, 2 October 2020 (UTC)"
Talk:Petroleum industry,No Mention of Standard Oil?,"
An article about the petroleum industry and there’s not a single mention of Standard Oil on the entire page? Standard Oil WAS the modern petroleum industry in the second half of the 19th Century, and it’s divested companies dominated the first half of the 20th Century. These energy companies are still dominant today in their current forms.

[[User:JamesMadison|JamesMadison]] ([[User talk:JamesMadison|talk]]) 18:45, 7 July 2023 (UTC)

"
Talk:Petroleum industry,Wiki Education Foundation-supported course assignment,"[[File:Sciences humaines.svg|40px]] This article is or was the subject of a Wiki Education Foundation-supported course assignment. Further details are available [[Wikipedia:Wiki_Ed/University_of_Southern_California/ENGR_410_(Fall_2018)|on the course page]]. Student editor(s): [[User:Joshhamat|Joshhamat]].

{{small|Above undated message substituted from [[Template:Dashboard.wikiedu.org assignment]] by [[User:PrimeBOT|PrimeBOT]] ([[User talk:PrimeBOT|talk]]) 06:30, 17 January 2022 (UTC)}}"
Talk:Petroleum industry,"Oil firms knew decades ago fossil fuels posed grave health risks, files reveal","
* https://www.theguardian.com/environment/2021/mar/18/oil-industry-fossil-fuels-air-pollution-documents

[[User:John Cummings|John Cummings]] ([[User talk:John Cummings|talk]]) 11:12, 18 March 2021 (UTC)
"
Talk:Petroleum industry,Ivan Mirzoev,"
{{tq|Armenians established the oil industry in Azerbaijan, and the first person who drilled oil was Ivan Mirzoev. He is referred to as one of the 'founding fathers' of the oil industry in Baku.}}

Above statement is not correct. First, could not find this ''""Armenians established the oil industry in Azerbaijan""'' stated in provided sources. Secondly, Ivan Mirzoev can not be the first person who drilled oil well in 1872, because we have reports about the first land wells [https://books.google.az/books?id=Br74DwAAQBAJ&printsec=frontcover&dq=Smil,+Vaclav+(2017).+Energy+and+Civilization:+A+History&hl=en&sa=X&ved=2ahUKEwidw-Tm9of5AhVFRPEDHdqYDGUQ6AF6BAgKEAI#v=onepage&q=1593&f=false since 1593]. According to the source  Mirzoev was one of those who DRILLED well using the '''wooden oil derrick'''. Considering that I rephrasing sentence as such: {{tq|
The first drilled oil wells in Baku were built in 1871-1872 by Ivan Mirzoev, who is referred to as one of the 'founding fathers' of the oil industry in Baku.}} [[User:Abrvagl|Abrvagl]] ([[User talk:Abrvagl|talk]]) 16:54, 20 July 2022 (UTC)"
Talk:Power engineering,Comments,"added stuff from defunct page on subfields of elec eng

I think power engineers use a great deal of [[control theory].--[[User:Light current|Light current]] 23:48, 22 December 2005 (UTC)

:You are absolutely correct Light Current they do use quite a bit of control theory. --[[User:192.136.16.3|192.136.16.3]] 19:40, 10 May 2006 (UTC)

Motor Drive directs to a wrong subject
"
Talk:Power engineering,"""Areas of Study""","This section needs some serious work; we can have a See Also section, but it needs to be much smaller that that list; less important things need to be referred to in passing in the text, or removed completely, as a list this big is just a mess. We also need ''external'' references for the article – [[User:Gurch|Gurch]] 13:23, 12 October 2006 (UTC)

:Update: I just removed it. So external references are the main priority now – [[User:Gurch|Gurch]] 13:35, 12 October 2006 (UTC)
"
Talk:Power engineering,I made some correction,"
I made some correction for the component section for generation, transmission and distribution.  <small>—Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[User:2001beibei|2001beibei]] ([[User talk:2001beibei|talk]] • [[Special:Contributions/2001beibei|contribs]]) 13:24, 5 March 2008 (UTC)</small><!-- Template:Unsigned --> <!--Autosigned by SineBot-->

"
Talk:Power engineering,Title of the Article,"I think the title ""Power engineering"" is too wide. How about changing the title to ""Power system network"".[[User:2001beibei|2001beibei]] ([[User talk:2001beibei|talk]]) 21:02, 5 March 2008 (UTC)
:No. It is fine the way it is. Power engineering is a specific discipline. [[Special:Contributions/199.125.109.33|199.125.109.33]] ([[User talk:199.125.109.33|talk]]) 06:39, 16 March 2008 (UTC)

I don't know about anyone else here, but I myself am a Power Engineer in Canada.  The scope of my job is the safe and efficient design, operation and maintenance of power generation and power transmission.  Power being defined as mechanical, electrical, thermal, chemical, hydraulic, pneumatic power.  There are four classes competance certifications 4th being entry level, 1st Class being top of the heap.  Perhaps a subsection or a ""see also"" section titled the same?  I've used Wikipedia lots, just haven't contributed much.  I'm not much for writing encyclopedia quality entries, but if someone needed info, I can ramble on for a while if you can make sense and put it to print?  Contact me if you wish smorgie77 at hotmail dot com - title it WIKIPEDIA INFO REQUIRED!  <small><span class=""autosigned"">—Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[User:Sandman76|Sandman76]] ([[User talk:Sandman76|talk]] • [[Special:Contributions/Sandman76|contribs]]) 13:51, 20 June 2010 (UTC)</span></small><!-- Template:Unsigned --> <!--Autosigned by SineBot-->
"
Talk:Power engineering,"""History"" Section","
This is my first participation in editing Wikipedia, so not too sure on protocol. I believe I have discovered a discrepancy between the History segment of this page and that of the [[Power station]] article regarding the World's first power station. The Power engineering article states, ""In 1881 two electricians built the world's first power station at Godalming in England."", whilst the Power station article claims, ""The world's first power station was built by Sigmund Schuckert in the Bavaria town of Ettal and went into operation in 1878."" Furthermore, the latter also goes on to say, ""The first public power station was the Edison Electric Light Station, built in London at 57, Holborn Viaduct, which started operation in January 1882.""

I've only just discovered this and have not looked into which page is correct and I am unsure on the proper procedure for editing articles, though i would be happy to do so. [[User:Leroy is brown|Leroy is brown]] ([[User talk:Leroy is brown|talk]]) 01:42, 9 December 2011 (UTC)
::Firstly, it doesn't matter really except to nationalists and the local chamber of commerce. Secondly, what do we mean by ""power station""?  Do we mean a private plant serving just one customer, or a public power plant that anyone can buy power from?  Do we mean a demonstration that from the start was known to be only temporary, or do we mean a plant that was intended to be commercial but failied to find customers, or do we mean a plant that was in regular commercial service for years? The first technolgical <foo> is about as hard to define as the first chicken. At one end of the time line we have the resident of innumerable KFC buckets, at the other end we have some strange toothy tree-dwelling scaly thing that lays eggs but tastes vile when prepared with the Colonel's mixture of herbs and spices...when was it the fist chicken? --[[User:Wtshymanski|Wtshymanski]] ([[User talk:Wtshymanski|talk]]) 14:45, 9 December 2011 (UTC)
"
Talk:Power engineering,Article is lacking in specifics; too generalized,"
I suspect that most people who click on this article title (people like me), are looking for information about being a Power Engineer (or a related discipline). Instead I got an article describing what a power plant is, and how electricity is moved around. Nothing about the discipline, just a bunch of {{tl|citation needed}} factoids about power generation and distribution. What do power engineers do? No idea, because that isn't what the article is about right now.

This article is too broad. It's like having an article titled ""horned toad"", and making the whole article variations on ""this is what an animal is"". No specific information, just super broad generalizations. This article needs to be heavily reworked. Right now it's almost unusable for the end reader.

A few useless - though not necessarily incorrect - factoids from the article:
*""There are currently 56,000 power engineers currently employed in the province of Ontario.""
*""The ability to easily transform the voltage of AC power is important for two reasons: Firstly, power can be transmitted over long distances with less loss at higher voltages.""
*""Transformers play an important role in power transmission because they allow power to be converted to and from higher voltages.""
*""Generation of electrical power is a process whereby energy is transformed into an electrical form."" '''<------------------------ *headdesk*'''
*""Transmission circuits may be built either underground or overhead.""

Ok, that's enough. Almost every sentence in the article is pointless and could be removed. Those are just a few randomly chosen examples. As I said: needs a rework, badly. (Also, the introduction is ridiculously long!) &mdash; [[User:Gopher65|Gopher65]]<sub><small>[[User_talk:Gopher65|<span style=""color:green;"">talk</span>]]</small></sub> 02:53, 9 February 2015 (UTC)
:[[WP:SOFIXIT]]--[[User:Wtshymanski|Wtshymanski]] ([[User talk:Wtshymanski|talk]]) 19:13, 9 February 2015 (UTC)
::I really dislike that passive aggressive template. Paraphrased: ""ah problems with an article I have on my watchlist! Meh. Can't be bothered. You do it."" It annoys me every time I see it used.

::But ok, I'll try. The crappy thing is though, if I knew enough about this subject to do so, I would have done it rather than posting to the talk page. The whole reason I came to this article was because I wanted to learn about the subject. If I were to fix this article, my first step would be to blank the page, because there is nothing worth saving. As someone who doesn't know much about power engineering, this article taught me nothing. Not good. My second step would be to leave a 3 sentence stub article. That would be everything I know about the subject that I can easily source (sourcing is much easier when you have considerable knowledge about a subject, and can sift good sources from the bad). On the plus side the article would then actually be about power engineering, and not about how ""electrical power is a process whereby energy is transformed into an electrical form"". (heh, that one still cracks me up:))

::If you think that's an acceptable fix, I'll do it. I'm [[WP:BB|bold]], and I'll argue my point if disputed. However, I'd *much* rather that people with significant knowledge of the subject be the ones to fix it ''properly''. I can't, they can. &mdash; [[User:Gopher65|Gopher65]]<sub><small>[[User_talk:Gopher65|<span style=""color:green;"">talk</span>]]</small></sub> 01:36, 10 February 2015 (UTC)
:::Go for it. By the time you finish fixing the article, you will be sufficiently an expert for the purposes of Wikipedia.  Most Wikipedia articles are written by bots, so an actual human editor is already an improvement. The people who really know the subject matter get paid to write about it and aren't going to be contributing here. --[[User:Wtshymanski|Wtshymanski]] ([[User talk:Wtshymanski|talk]]) 17:49, 10 February 2015 (UTC)
:::(looks like the only reason this article is on my watchlist is for vandalism reverts.) --[[User:Wtshymanski|Wtshymanski]] ([[User talk:Wtshymanski|talk]]) 17:51, 10 February 2015 (UTC)
"
Talk:Power engineering,External links modified (January 2018),"
Hello fellow Wikipedians,

I have just modified 3 external links on [[Power engineering]]. Please take a moment to review [[special:diff/821849451|my edit]]. If you have any questions, or need the bot to ignore the links, or the page altogether, please visit [[User:Cyberpower678/FaQs#InternetArchiveBot|this simple FaQ]] for additional information. I made the following changes:
*Added archive https://web.archive.org/web/20080329153140/http://www.rigb.org/heritage/faradaypage.jsp to http://www.rigb.org/heritage/faradaypage.jsp
*Added archive https://web.archive.org/web/20071228104759/http://www.nfpa.org/itemDetail.asp?categoryID=500&itemID=18020&URL=About%20Us%2FHistory&cookie_test=1 to http://www.nfpa.org/itemDetail.asp?categoryID=500&itemID=18020&URL=About%20Us%2FHistory&cookie_test=1
*Added archive https://web.archive.org/web/20110524013821/http://www.ieee.org/organizations/pes/public/2005/may/peshistory.html to http://www.ieee.org/organizations/pes/public/2005/may/peshistory.html

When you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the URLs.

{{sourcecheck|checked=false|needhelp=}}

Cheers.—[[User:InternetArchiveBot|'''<span style=""color:darkgrey;font-family:monospace"">InternetArchiveBot</span>''']] <span style=""color:green;font-family:Rockwell"">([[User talk:InternetArchiveBot|Report bug]])</span> 00:07, 23 January 2018 (UTC)"
Talk:Pulp and paper industry,Instruments used,"I am an Industrial engineer & would like to know more about the type of instruments used in paper industries <small>—The preceding [[Wikipedia:Sign your posts on talk pages|unsigned]] comment was added by [[User:203.117.33.24|203.117.33.24]] ([[User talk:203.117.33.24|talk]] • [[Special:Contributions/203.117.33.24|contribs]]) 10:19, December 14, 2004  (UTC{{{3|}}})</small>
"
Talk:Pulp and paper industry,Luffa fibers,"Have luffa fibers ever been considered for making paper? <small>—The preceding [[Wikipedia:Sign your posts on talk pages|unsigned]] comment was added by [[User:67.176.140.172|67.176.140.172]] ([[User talk:67.176.140.172|talk]] • [[Special:Contributions/67.176.140.172|contribs]]) 15:30, June 23, 2005  (UTC{{{3|}}})</small>
"
Talk:Pulp and paper industry,Needs update!,"The statictics are in need of an update.  GP has been bought out! PwC has reported newer data. <small>—The preceding [[Wikipedia:Sign your posts on talk pages|unsigned]] comment was added by [[User:128.61.138.27|128.61.138.27]] ([[User talk:128.61.138.27|talk]] • [[Special:Contributions/128.61.138.27|contribs]]) 12:40, October 2, 2006   (UTC{{{3|}}})</small>
"
Talk:Pulp and paper industry,Is this article worthy of stub status?,"
It doesn't talk about the industry at all. It's basically a single table with a small intro. <small>—The preceding [[Wikipedia:Sign your posts on talk pages|unsigned]] comment was added by [[User:Exposay|Exposay]] ([[User talk:Exposay|talk]] • [[Special:Contributions/Exposay|contribs]]) 21:12, 11 February 2007 (UTC).</small><!-- HagermanBot Auto-Unsigned -->
:What are the alternatives?  --[[User:GargoyleMT|GargoyleMT]] 20:00, 12 February 2007 (UTC)
"
Talk:Pulp and paper industry,Intro a little silly,"
The intro seems a little silly. It says the industry is dominated by ... and then goes on to list most of the earth's continents/regions. [[User:70.57.112.194|70.57.112.194]] 21:31, 7 August 2007 (UTC)Jawshoeaw
"
Talk:Pulp and paper industry,"Asia Pulp & Paper...Chinese, Indonesian, or Singaporean?","
Currently, APP is listed on this page as a Chinese firm. They have operations in China, however their founder is Indonesian and the company HQ is in Jakarta. According to the article on the company itself, though, it's listed on the Singapore stock index...so what nationality should actually be listed? I'm fairly certain it isn't China. [[User:MezzoMezzo|MezzoMezzo]] ([[User talk:MezzoMezzo|talk]]) 04:00, 2 July 2014 (UTC)
"
Talk:Pulp and paper industry,New book that may be of interest for this article:,"
The Slain Wood: Papermaking and Its Environmental Consequences in the American South by William Boyd, 2015, Johns Hopkins University Press [[User:Jodi.a.schneider|Jodi.a.schneider]] ([[User talk:Jodi.a.schneider|talk]]) 20:50, 9 November 2015 (UTC)
"
Talk:Pulp and paper industry,List of net sale 2007 - jk?,"
Don't really care to be involved in this but for the editors, what is jk under what as mentioned in title. Not hyperlinking or linking to anything, it is rather strange, look into it/  <small class=""autosigned"">—&nbsp;Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/86.20.7.22|86.20.7.22]] ([[User talk:86.20.7.22|talk]]) 23:08, 1 May 2016 (UTC)</small><!-- Template:Unsigned IP --> <!--Autosigned by SineBot-->
"
Talk:Pulp and paper industry,Picture on the right,"
International Paper is the world’s largest pulp and paper maker. --> By what? tons? Turnover?  <!-- Template:Unsigned IP --><small class=""autosigned"">—&nbsp;Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/193.169.204.11|193.169.204.11]] ([[User talk:193.169.204.11|talk]]) 08:19, 12 July 2016 (UTC)</small> <!--Autosigned by SineBot-->
"
Talk:Pulp and paper industry,Svenska Cellulosa,"
I'm having strong suspicions that the Svenska Cellulosa revenue numbers are supposed to be in SK and are shown in $$$ which would mean a mistake with a factor of ~8  <!-- Template:Unsigned IP --><small class=""autosigned"">—&nbsp;Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/194.13.111.100|194.13.111.100]] ([[User talk:194.13.111.100#top|talk]]) 11:11, 8 March 2018 (UTC)</small> <!--Autosigned by SineBot-->
"
Talk:Pulp and paper industry,AQ and Xylanase usage,"''Use of surfactants and anthraquinone have reduced alkali consumption in Pulp Cooking and use of Xylanase enzymes in bleaching operation is effective to decreasing AOX discharges in Pulp mill effluent.''

Anthraquinone is not used anymore that I know, the reason is it being carcinogenic.
Xylanase is rarely used. It works well in a controlled lab setting but less so in pulp mills due to the varying properties of the bulk produced enzyme. 

I suggest the cited part of the article is removed. <!-- Template:Unsigned IP --><small class=""autosigned"">—&nbsp;Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/90.230.157.211|90.230.157.211]] ([[User talk:90.230.157.211#top|talk]]) 08:39, 16 November 2020 (UTC)</small>"
